,umap1,umap2,umap3,FP_cluster,FP_UMAP_label,logS0,rel,smiles_canonical,name,random,diversity
CNC(=O)O\N=C1\[C@H](Cl)[C@H]2C[C@@H](C#N)[C@@H]1C2,2.8129067,0.5623102,1.112782,0.0,0.0,-2.08,UR,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,"[(2z,3s,6s)-3-chloro-6-cyanobicyclo[2.2.1]heptan-2-ylidene]amino n-methylcarbamate",0.0,1.0
CNC(=O)Oc1cc(C)cc(C)c1,,,,,,-2.5810000000000004,UR,CNC(=O)Oc1cc(C)cc(C)c1,xmc,1.0,2.0
CNC(=O)Oc1cccc(C)c1,,,,,,-1.8019999999999998,UR,CNC(=O)Oc1cccc(C)c1,metolcarb,1.0,2.0
CNC(=O)Oc1cccc2CC(C)(C)Oc12,1.7415423,0.29532823,1.1709673,-1.0,1.0,-2.5,HR,CNC(=O)Oc1cccc2c1OC(C)(C)C2,carbofuran,0.0,1.0
CNC(=O)Oc1ccccc1C(C)C,1.607257,0.4400585,1.2637495,-1.0,1.0,-2.863,UR,CNC(=O)Oc1ccccc1C(C)C,isoprocarb,0.0,0.0
CNC(=O)Oc1ccccc1C1OCCO1,1.5840462,0.38242093,1.2821895,-1.0,1.0,-1.57,UR,CNC(=O)Oc1ccccc1C1OCCO1,dioxacarb,0.0,1.0
CNC(=O)Oc1ccccc1OC(C)C,1.5804586,0.36464962,1.3519485,-1.0,1.0,-2.02,HR,CNC(=O)Oc1ccccc1OC(C)C,propoxur,0.0,1.0
CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,3.8255405,0.72260153,1.0186468,0.0,0.0,1.1440000000000001,UR,CNC(=O)C(C)SCCSP(=O)(OC)OC,vamidothion,0.0,1.0
CNC(=O)\C=C(/C)OP(=O)(OC)OC,3.7666342,0.7590204,1.0649477,0.0,0.0,0.650999999999999,UR,CNC(=O)C=C(C)OP(=O)(OC)OC,azodrin,0.0,1.0
CNCCC=C1c2ccccc2CCc2ccccc12,-1.1901094,1.2816445,2.1846106,3.0,1.0,-4.018,HR,CNCCC=C1c2ccccc2CCc2ccccc21,nortriptyline,0.0,1.0
CNCCCN1c2ccccc2CCc2ccccc12,-1.1311032,1.4145713,2.232935,3.0,1.0,-3.76,HR,CNCCCN1c2ccccc2CCc2ccccc21,desipramine,0.0,0.0
CNCCC[C@@]12CC[C@@H](c3ccccc13)c1ccccc21,-1.0946087,1.105334,2.1605928,3.0,1.0,-4.796,HR,CNCCCC12CCC(c3ccccc31)c1ccccc12,maprotiline,0.0,1.0
CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,-1.0918682,0.4427946,2.3858798,3.0,1.0,-3.92,LR,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,fluoxetine,0.0,1.0
CNC[C@H](O)c1ccc(O)c(O)c1,-0.25112236,-0.6907723,1.8635551,3.0,1.0,-2.74,HR,CNCC(O)c1ccc(O)c(O)c1,epinephrine,0.0,1.0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12,0.6401908,1.1985935,1.530034,3.0,1.0,-4.83,HR,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,0.0,1.0
CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,1.1178544,0.6286394,0.37776077,3.0,1.0,-2.5,HR,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,ranitidine,0.0,1.0
CNc1ccccc1,-0.4023306,0.70516384,1.5984361,3.0,1.0,-1.28,UR,CNc1ccccc1,n-methylaniline ,0.0,0.0
COC(=O)C(C)=C,3.7802699,0.7685337,0.6324792,0.0,0.0,-0.8,UR,C=C(C)C(=O)OC,methyl 2-methylprop-2-enoate,0.0,1.0
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)c1ccccc1)N2C,,,,,,-2.26,HR,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,cocaine,1.0,2.0
COC(=O)[C@@H]1[C@H]2C[C@H](C=C2)[C@H]1C(=O)OC,3.853633,0.7432314,0.4070425,0.0,0.0,-1.2,UR,COC(=O)C1C2C=CC(C2)C1C(=O)OC,"2,3-dimethyl bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",0.0,1.0
COC(=O)c1ccc(N)cc1,1.0308312,0.010804995,2.1774757,3.0,1.0,-1.59,UR,COC(=O)c1ccc(N)cc1,methyl 4-aminobenzoate,0.0,0.0
COC(=O)c1ccc(O)cc1,0.94139934,-0.31347716,1.8401947,3.0,1.0,-1.705,HR,COC(=O)c1ccc(O)cc1,methylparaben,0.0,1.0
COC(=O)c1ccc(OC)cc1,,,,,,-2.41,UR,COC(=O)c1ccc(OC)cc1,methyl 4-methoxybenzoate,1.0,2.0
COC(=O)c1ccccc1,0.27037844,0.35700652,1.8684118,3.0,1.0,-1.85,UR,COC(=O)c1ccccc1,methyl benzoate,0.0,0.0
COC(=O)c1ccccc1C(=O)OC,0.6204215,0.14774822,1.8028013,3.0,1.0,-1.66,UR,COC(=O)c1ccccc1C(=O)OC,dimethyl phthalate,0.0,1.0
COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.81728077,-0.6700057,0.77605975,-1.0,0.0,-0.742,UR,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,monotropitoside,0.0,1.0
COC(=O)c1cccnc1,0.641535,0.15170328,1.7010078,3.0,1.0,-0.46,UR,COC(=O)c1cccnc1,methyl nicotinate,0.0,1.0
COC(C)(C)C,5.313809,-1.0540371,0.042907134,0.0,0.0,-0.23875,UR,COC(C)(C)C,methyl t-butyl ether ,0.0,1.0
COC1=CC(=O)C[C@@H](C)[C@]11Oc2c(C1=O)c(OC)cc(OC)c2Cl,1.0036334,1.149646,1.1214538,3.0,1.0,-4.83,HR,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,griseofulvin,0.0,1.0
COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,0.3647852,-1.1874979,1.0708776,-1.0,1.0,-2.658,HR,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,thebaine,0.0,1.0
COCC(=O)N([C@H](C)C(=O)OC)c1c(C)cccc1C,0.8881476,-0.10496598,1.8637298,3.0,1.0,-1.6005,UR,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,metalaxyl,0.0,1.0
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.7293192,1.8664616,0.8091793,3.0,1.0,-2.101,HR,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,tetroxoprim,0.0,1.0
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,1.0993748,2.1856618,1.5261241,3.0,1.0,-1.315,HR,COCCc1ccc(OCC(O)CNC(C)C)cc1,metoprolol,0.0,0.0
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.9824732,1.2286471,1.6260157,3.0,1.0,-3.5210000000000004,HR,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,linuron,0.0,1.0
CON(C)C(=O)Nc1ccc(Cl)cc1,1.0621654,1.2547407,1.7747989,3.0,1.0,-2.57,UR,CON(C)C(=O)Nc1ccc(Cl)cc1,monolinuron,0.0,1.0
COP(=O)(OC)O[C@@H](Br)C(Cl)(Cl)Br,3.9621491,0.5894348,1.034352,0.0,0.0,-2.28,UR,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,naled,0.0,1.0
COP(=O)(OC)[C@H](O)C(Cl)(Cl)Cl,,,,,,-0.22,UR,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,trichlorfon,1.0,2.0
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,,,,,,-3.905,HR,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,fenchlorphos,1.0,2.0
COP(=S)(OC)SCC(=O)N(C)C=O,4.068072,0.78834045,0.62960035,0.0,0.0,-1.995,UR,COP(=S)(OC)SCC(=O)N(C)C=O,formothion,0.0,1.0
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5O[C@@H]2[C@]3(CCN1CC1CC1)c45,0.23337004,-1.3950096,1.0953547,-1.0,1.0,-4.37,HR,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,buprenorphine,0.0,1.0
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,3.768545,0.79597706,-0.05992315,0.0,1.0,-2.5639999999999996,HR,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,mitomycin c,0.0,1.0
CO[P@@](=O)(NC(C)=O)SC,3.749615,0.74753094,1.0182296,0.0,0.0,0.54,UR,COP(=O)(NC(C)=O)SC,acephate,0.0,1.0
COc1c2ccoc2c(OC)c2oc(C)cc(=O)c12,0.40311503,1.0076482,0.6975222,3.0,1.0,-3.017,HR,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,khellin,0.0,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.79407394,1.9118363,0.8582542,3.0,1.0,-2.87,HR,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,trimethoprim,0.0,0.0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,,,,,,-2.52,HR,COc1cc(NC(C)CCCN)c2ncccc2c1,primaquine,1.0,2.0
COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,1.240997,1.260123,1.5526525,3.0,1.0,-0.944,HR,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,colchicine,0.0,1.0
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)[C@H]1CCCO1,0.72394764,1.5210985,0.9696142,3.0,1.0,-1.8,HR,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,terazosin,0.0,1.0
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,0.4000892,1.5896633,0.93754697,3.0,1.0,-5.086,HR,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,prazosin,0.0,0.0
COc1ccc(C=O)cc1,0.49354473,1.2175468,0.9225317,3.0,1.0,-1.49,UR,COc1ccc(C=O)cc1,p-methoxybenzaldehyde,0.0,1.0
COc1ccc(CC=C)cc1,0.80121535,1.5562044,1.030506,3.0,1.0,-2.92,UR,C=CCc1ccc(OC)cc1,estragole,0.0,1.0
COc1ccc(CCN(C)CCC[C@@](C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,,,,,,-4.6,HR,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,verapamil,1.0,2.0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.7634954,1.8790728,0.8713465,3.0,1.0,-4.103,HR,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,papaverine,0.0,1.0
COc1ccc(Cl)cc1,0.78222287,1.2474017,1.2180511,3.0,1.0,-2.78,UR,COc1ccc(Cl)cc1,4-chloroanisole,0.0,1.0
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,,,,,,-6.755,HR,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,glyburide,1.0,2.0
COc1ccc(NC(=O)N(C)C)cc1Cl,1.1488237,1.3809364,1.8332459,3.0,1.0,-2.563999999999995,UR,COc1ccc(NC(=O)N(C)C)cc1Cl,metoxuron,0.0,1.0
COc1ccc(NC(C)=O)cc1,1.1922736,1.2964311,1.546,3.0,1.0,-1.3,UR,COc1ccc(NC(C)=O)cc1,n-(4-methoxyphenyl)acetamide,0.0,0.0
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,,,,,,-3.0545,HR,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,diltiazem,1.0,2.0
COc1ccc(cc1)[C@@](O)(C1CC1)c1cncnc1,0.6757895,1.4656409,1.2023212,3.0,1.0,-2.5980000000000003,UR,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,ancymidol,0.0,1.0
COc1ccc(cc1)[N+]([O-])=O,1.1663697,0.923743,0.43141082,3.0,1.0,-2.41,UR,COc1ccc([N+](=O)[O-])cc1,p-nitroanisole,0.0,0.0
COc1ccc2COC(=O)c2c1OC,,,,,,-1.8945,UR,COc1ccc2c(c1OC)C(=O)OC2,meconin,1.0,2.0
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O,,,,,,-4.215,HR,COc1ccc2cc(C(C)C(=O)O)ccc2c1,naproxen,1.0,2.0
COc1ccc2nc([nH]c2c1)[S@](=O)Cc1ncc(C)c(OC)c1C,0.6603179,1.8836786,1.0466441,3.0,1.0,-3.42,HR,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,omeprazole,0.0,1.0
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,0.6428157,1.7718546,1.3656926,3.0,1.0,-2.7880000000000003,HR,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,quinine,0.0,1.0
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,,,,,,-2.812,HR,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,quinidine,1.0,2.0
COc1cccc(Cl)c1,,,,,,-2.78,UR,COc1cccc(Cl)c1,3-chloroanisole,1.0,2.0
COc1cccc(c1)[C@@]1(O)CCCC[C@@H]1CN(C)C,0.26158315,1.2489614,1.3940313,3.0,1.0,-2.24,LR,COc1cccc(C2(O)CCCCC2CN(C)C)c1,tramadol,0.0,1.0
COc1ccccc1,-0.26520625,0.7443585,1.5105264,3.0,1.0,-1.85,UR,COc1ccccc1,anisole,0.0,1.0
COc1ccccc1Cl,0.8432343,1.1139339,1.0213481,3.0,1.0,-2.46,UR,COc1ccccc1Cl,2-chloroanisole,0.0,1.0
COc1ccccc1OC[C@@H](O)CO,1.179684,1.9868486,1.1836114,3.0,1.0,-0.598,HR,COc1ccccc1OCC(O)CO,guaifenesin,0.0,1.0
COc1ccccc1OC[C@@H](O)COC(N)=O,1.1702327,1.8782808,1.2631009,3.0,1.0,-0.985,HR,COc1ccccc1OCC(O)COC(N)=O,methocarbamol,0.0,0.0
COc1ccccc1[N+]([O-])=O,1.0014684,0.8132808,0.5766272,3.0,1.0,-1.96,UR,COc1ccccc1[N+](=O)[O-],o-nitroanisole,0.0,1.0
COc1cnc2cncnc2n1,,,,,,-0.91,HR,COc1cnc2cncnc2n1,7-methoxypteridine,1.0,2.0
COc1cnc2ncncc2n1,-1.4824955,1.5739927,-1.611199,4.0,1.0,-1.139,HR,COc1cnc2ncncc2n1,6-methoxypteridine,0.0,0.0
COc1ncc2nccnc2n1,-1.261305,1.6506426,-1.4780973,4.0,1.0,-1.112,HR,COc1ncc2nccnc2n1,2-methoxypteridine,0.0,1.0
COc1ncnc2nccnc12,-1.021529,1.5369185,-1.2429056,4.0,1.0,-1.112,HR,COc1ncnc2nccnc12,4-methoxypteridine,0.0,1.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,4.3062296,0.55344754,-0.30901396,0.0,1.0,-2.267,HR,CS(=O)(=O)OCCCCOS(C)(=O)=O,busulfan,0.0,1.0
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,1.4280473,0.70581096,2.4525392,3.0,1.0,-2.154,HR,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,thiamphenicol,0.0,0.0
CSCC[C@H](N)C(O)=O,,,,,,-0.42,UR,CSCCC(N)C(=O)O,methionine,1.0,2.0
CSc1ccc2Sc3ccccc3N(CC[C@H]3CCCCN3C)c2c1,-1.0854087,1.5770202,2.3808267,3.0,1.0,-5.362,HR,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,thioridazine,0.0,1.0
CSc1ccccc1,-0.52917093,0.45033848,1.6505476,3.0,1.0,-2.39,UR,CSc1ccccc1,thioanisole,0.0,1.0
CSc1cnc2cncnc2n1,-1.4019123,1.720424,-1.65746,4.0,1.0,-1.551,HR,CSc1cnc2cncnc2n1,pteridine-7-methyl-thiol,0.0,1.0
CSc1ncc2nccnc2n1,-1.0799519,1.4082599,-1.2966777,4.0,1.0,-1.754,HR,CSc1ncc2nccnc2n1,pteridine-2-methyl-thiol,0.0,0.0
CSc1ncnc2nccnc12,-1.0465581,1.5401134,-1.2405374,4.0,1.0,-2.365,HR,CSc1ncnc2nccnc12,pteridine-4-methyl-thiol,0.0,1.0
CSc1nnc(c(=O)n1N)C(C)(C)C,-0.29953206,1.2308968,-0.3545911,4.0,0.0,-2.253,UR,CSc1nnc(C(C)(C)C)c(=O)n1N,metribuzin,0.0,1.0
C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,0.036019996,0.33760688,2.7717702,3.0,1.0,-4.256,HR,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,flurbiprofen,0.0,1.0
C[C@@H](C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,-0.14595933,0.4300893,2.8299456,3.0,1.0,-4.772,HR,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,indoprofen,0.0,1.0
C[C@@H](C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,0.7197473,1.0220262,1.9745566,3.0,1.0,-4.699,HR,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,carprofen,0.0,1.0
C[C@@H](C(O)=O)c1cccc(Oc2ccccc2)c1,,,,,,-3.699,HR,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,fenoprofen,1.0,2.0
C[C@@H](C(O)=O)c1cccc(c1)C(=O)c1ccccc1,0.045624375,0.29472917,2.439562,3.0,1.0,-3.38,HR,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ketoprofen,0.0,1.0
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(c1)C(N)=O,-0.29165,-0.10583421,2.242788,3.0,1.0,-3.41,HR,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,labetalol,0.0,1.0
C[C@@H](CN1c2ccccc2Sc2ccccc12)N(C)C,-1.1775625,1.4357551,2.2661848,3.0,1.0,-4.34,HR,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,promethazine,0.0,1.0
C[C@@H](Cc1ccccc1)N(C)CC#C,-0.9192657,0.41151997,2.305556,3.0,1.0,-2.513,HR,C#CCN(C)C(C)Cc1ccccc1,deprenyl,0.0,1.0
C[C@@H](N(O)C(N)=O)c1cc2ccccc2s1,-0.13014048,-0.0868262,2.284714,3.0,1.0,-3.373,HR,CC(c1cc2ccccc2s1)N(O)C(N)=O,zileuton,0.0,1.0
C[C@@H](N)C(O)=O,,,,,,0.243,UR,CC(N)C(=O)O,alanine,1.0,2.0
C[C@@H](N)CC(O)=O,3.1225514,0.5849068,0.48287082,0.0,0.0,1.08,UR,CC(N)CC(=O)O,3-aminobutanoic acid,0.0,1.0
C[C@@H](O)C(C)(C)C,,,,,,-0.62,UR,CC(O)C(C)(C)C,"3,3-dimethyl-2-butanol",1.0,2.0
C[C@@H](O)C(F)(F)F,,,,,,0.3,UR,CC(O)C(F)(F)F,"1,1,1-trifluoropropan-2-ol",1.0,2.0
C[C@@H](O)[C@@H](N)C(O)=O,,,,,,-0.09,UR,CC(O)C(N)C(=O)O,2-amino-3-hydroxybutanoic acid,1.0,2.0
C[C@@H](O)c1ccccc1,,,,,,-0.92,UR,CC(O)c1ccccc1,1-phenylethanol,1.0,2.0
C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,0.961932,1.0586779,1.9576204,3.0,1.0,-2.827,HR,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,dichlorprop,0.0,1.0
C[C@@H]1CCCC(=O)C1,0.011975735,-1.6440772,-0.7595736,2.0,1.0,-1.87,UR,CC1CCCC(=O)C1,3-methylcyclohexan-1-one,0.0,1.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1,-0.37455305,-2.7425115,0.75673985,1.0,1.0,-7.59,HR,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,tirilazad,0.0,1.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,,-3.59,HR,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,dexamethasone,1.0,2.0
C[C@@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O,-0.08288482,1.237513,1.7371676,3.0,1.0,-4.33,HR,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,metolazone,0.0,1.0
C[C@@]12CC[C@@H](CC1)C(C)(C)O2,0.024228267,-2.1481826,-0.15070416,-1.0,0.0,-1.69,UR,CC12CCC(CC1)C(C)(C)O2,"1,8-cineole",0.0,1.0
C[C@@]12CC[C@@H]3C(=CCc4cc(O)ccc34)[C@H]1CC[C@@H]2O,-0.092055246,-2.0244687,0.703469,1.0,1.0,-4.402,HR,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2O,dihydroequilin,0.0,0.0
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc12,-1.0944692,1.2005839,2.2166493,3.0,1.0,-4.796,HR,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,trimipramine,0.0,1.0
C[C@H](N)C(O)=O,,,,,,0.25,UR,CC(N)C(=O)O,l-alanine,1.0,2.0
C[C@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1,-1.0630505,0.32510325,2.3845956,3.0,1.0,-4.0,HR,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,fendiline,0.0,1.0
C[C@H](O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12,,,,,,0.623,HR,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,proxyphylline,1.0,2.0
C[C@H](OC(=O)Nc1cccc(Cl)c1)C#C,1.1016257,1.273203,1.7276986,3.0,1.0,-2.617,UR,C#CC(C)OC(=O)Nc1cccc(Cl)c1,chlorbufam,0.0,1.0
C[C@H]1CCCCC1=O,-0.033783257,-1.6424589,-0.8424114,2.0,1.0,-0.94,UR,CC1CCCCC1=O,2-methylcyclohexan-1-one,0.0,1.0
C[C@H]1CC[C@@H](CC1=O)C(C)=C,-0.12836541,-1.7973601,-0.707643,2.0,1.0,-2.18,UR,C=C(C)C1CCC(C)C(=O)C1,2-methyl-5-(prop-1-en-2-yl)cyclohexan-1-one,0.0,1.0
C[C@H]1CC[C@H](O)CC1,0.57275814,-1.6846832,-0.43289632,2.0,1.0,-0.88,UR,CC1CCC(O)CC1,4-methylcyclohexan-1-ol,0.0,1.0
C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O,0.5584232,-0.28501672,3.447261,3.0,1.0,-3.733,HR,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,flumequine,0.0,1.0
C[C@H]1CN(C[C@@H](C)N1)c1c(F)c(N)c2c(c1F)n(cc(C(O)=O)c2=O)C1CC1,0.577668,-0.41329497,3.5021107,3.0,1.0,-3.3710000000000004,HR,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,sparfloxacin,0.0,1.0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,,,,,,-1.266,HR,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ofloxacin,1.0,2.0
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,-0.15158145,-1.5744512,-1.0672266,2.0,0.0,-1.13,UR,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,cycloheximide,0.0,1.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-0.22193111,-2.568142,0.5106014,1.0,1.0,-3.77,HR,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,betamethasone,0.0,0.0
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,-0.3137306,-2.6390913,0.578437,1.0,0.0,-2.99,UR,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,methylprednisolone,0.0,1.0
C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,-0.16766146,1.3837662,1.928177,3.0,1.0,-3.792,HR,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,indapamide,0.0,1.0
C[C@H]1[C@H](NC(=O)C(=N\OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,,,,,,-1.639,HR,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,aztreonam,1.0,2.0
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,-0.052030433,-1.9324114,0.8371741,-1.0,1.0,-3.803,HR,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,pentazocin,0.0,1.0
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CO1,-0.20931455,-2.4908507,0.4223896,1.0,1.0,-2.6180000000000003,HR,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,diosgenin,0.0,1.0
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-0.29542452,-2.5940928,0.47673863,1.0,1.0,-3.99,HR,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,17-alpha-methyltestosterone,0.0,1.0
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-0.3142463,-2.6433651,0.5621779,1.0,0.0,-3.239,LR,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,prednisone,0.0,1.0
